country region code,country region,sub region 1,sub region 2,metro area,iso 3166_2 code,census fips code,place id,date,retail and recreation percent change from baseline,grocery and pharmacy percent change from baseline,parks percent change from baseline,transit stations percent change from baseline,workplaces percent change from baseline,residential percent change from baseline
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/11/2020,-6,0,-8,-29,-19,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/12/2020,2,10,2,-24,-18,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/13/2020,-1,7,-1,-24,-19,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/14/2020,-4,4,-10,-24,-17,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/15/2020,-3,5,-9,-16,-6,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/16/2020,-5,4,-1,-29,9,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/17/2020,3,9,42,-15,-50,15
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/18/2020,1,9,6,-21,-17,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/19/2020,4,13,11,-14,-18,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/20/2020,0,7,27,-6,-50,16
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/21/2020,-3,5,5,-26,-32,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/22/2020,-6,0,-3,-24,-7,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/23/2020,-11,-4,-8,-22,11,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/24/2020,-3,3,-2,-27,-16,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/25/2020,-3,4,-1,-26,-17,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/26/2020,-2,5,0,-26,-16,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/27/2020,-2,6,-1,-27,-16,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/28/2020,-7,2,-12,-32,-15,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/29/2020,-8,-1,-14,-33,-3,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/30/2020,-7,1,-5,-35,11,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/31/2020,0,7,0,-30,-15,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/1/2020,0,9,2,-26,-16,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/2/2020,-1,7,-2,-26,-17,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/3/2020,-5,2,-8,-29,-18,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/4/2020,-4,6,-8,-29,-17,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/5/2020,-3,3,-9,-31,-6,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/6/2020,-5,2,-2,-34,7,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/7/2020,0,6,0,-30,-17,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/8/2020,-1,6,1,-26,-18,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/9/2020,0,7,1,-26,-17,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/10/2020,-2,6,1,-26,-18,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/11/2020,-5,1,-6,-27,-18,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/12/2020,-5,-1,-7,-28,-8,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/13/2020,-10,-4,-7,-33,5,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/14/2020,-3,1,-3,-32,-16,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/15/2020,-3,1,-1,-29,-16,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/16/2020,-2,3,-2,-29,-17,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/17/2020,-4,1,-5,-32,-17,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/18/2020,-8,-1,-13,-34,-16,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/19/2020,-7,-2,-13,-36,-6,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/20/2020,-12,-4,-12,-41,6,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/21/2020,-7,-2,-9,-36,-18,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/22/2020,-13,-6,-12,-32,-20,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/23/2020,-9,1,-4,-29,-20,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/24/2020,-11,-1,-5,-30,-20,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/25/2020,-13,-1,-13,-32,-19,15
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/26/2020,-14,-5,-16,-35,-9,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/27/2020,-17,-6,-13,-38,1,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/28/2020,-9,1,-5,-32,-19,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/29/2020,-11,-1,-7,-29,-21,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,9/30/2020,-8,5,-4,-27,-22,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/1/2020,-10,6,-6,-29,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/2/2020,-10,5,-12,-31,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/3/2020,-8,4,-10,-31,-16,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/4/2020,-10,4,-5,-33,-8,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/5/2020,-7,5,-4,-30,-24,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/6/2020,-8,4,-4,-27,-24,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/7/2020,-3,9,2,-24,-22,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/8/2020,-5,6,3,-26,-21,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/9/2020,-7,3,-7,-29,-19,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/10/2020,-16,-7,-23,-35,-11,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/11/2020,-7,4,-1,-33,1,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/12/2020,-5,5,0,-29,-19,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/13/2020,-4,6,2,-26,-20,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/14/2020,-3,7,2,-25,-19,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/15/2020,-6,7,-3,-25,-20,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/16/2020,-9,4,-11,-28,-19,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/17/2020,-7,5,-9,-29,-9,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/18/2020,-10,1,-5,-33,0,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/19/2020,-9,2,-9,-31,-19,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/20/2020,-8,3,-7,-26,-20,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/21/2020,-8,1,-10,-27,-22,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/22/2020,-7,4,-7,-27,-22,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/23/2020,-11,0,-17,-31,-21,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/24/2020,-9,1,-15,-29,-11,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/25/2020,-11,0,-10,-33,-5,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/26/2020,-6,6,-5,-29,-21,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/27/2020,-5,6,-5,-15,-23,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/28/2020,2,13,10,9,-37,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/29/2020,5,14,41,3,-56,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/30/2020,-4,5,5,-19,-40,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,10/31/2020,-14,-6,-16,-18,-19,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/1/2020,-9,2,-8,-9,-7,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/2/2020,-4,7,-8,-19,-22,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/3/2020,-4,6,-8,-20,-22,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/4/2020,-3,7,-6,-21,-22,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/5/2020,-10,1,-14,-26,-24,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/6/2020,-6,5,-11,-25,-22,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/7/2020,-6,1,-12,-28,-13,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/8/2020,-9,0,-6,-30,-7,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/9/2020,-5,4,-5,-27,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/10/2020,-6,3,-7,-24,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/11/2020,-4,6,-7,-23,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/12/2020,-4,7,-5,-23,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/13/2020,-9,1,-14,-26,-22,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/14/2020,-9,-2,-16,-28,-13,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/15/2020,-12,-3,-12,-31,-8,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/16/2020,-5,4,-7,-26,-23,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/17/2020,-7,2,-7,-25,-24,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/18/2020,-4,6,-4,-22,-23,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/19/2020,-12,-2,-17,-26,-24,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/20/2020,-10,1,-17,-26,-23,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/21/2020,-7,1,-14,-27,-14,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/22/2020,-12,-4,-16,-31,-9,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/23/2020,-11,-2,-14,-28,-24,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/24/2020,-8,2,-9,-24,-24,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/25/2020,-8,3,-11,-23,-24,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/26/2020,-5,6,-7,-22,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/27/2020,-10,1,-17,-26,-22,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/28/2020,-16,-8,-26,-31,-14,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/29/2020,-19,-10,-26,-33,-10,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,11/30/2020,-6,7,-10,-25,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/1/2020,-12,0,-16,-27,-24,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/2/2020,-5,8,-10,-24,-23,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/3/2020,-6,7,-10,-26,-24,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/4/2020,-10,2,-18,-27,-22,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/5/2020,-12,-2,-25,-30,-14,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/6/2020,-20,-11,-30,-35,-11,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/7/2020,-11,1,-17,-30,-26,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/8/2020,-4,9,-7,-23,-24,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/9/2020,-11,0,-7,-27,-58,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/10/2020,-5,11,-5,-20,-22,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/11/2020,-11,4,-16,-23,-21,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/12/2020,-18,-4,-28,-28,-12,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/13/2020,-17,-5,-23,-28,-5,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/14/2020,-8,5,-8,-23,-21,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/15/2020,-8,5,-6,-19,-22,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/16/2020,-5,7,-4,-17,-21,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/17/2020,-16,-4,-17,-22,-22,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/18/2020,-15,0,-20,-23,-21,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/19/2020,-8,6,-16,-20,-9,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/20/2020,-7,5,-5,-21,-1,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/21/2020,-3,10,2,-17,-23,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/22/2020,-2,10,4,-11,-24,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/23/2020,2,16,10,1,-24,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/24/2020,4,20,18,12,-40,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/25/2020,-5,9,11,-12,-55,19
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/26/2020,-9,3,-7,-20,-24,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/27/2020,-8,5,-3,-14,-3,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/28/2020,0,14,10,-13,-26,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/29/2020,-10,2,-1,-13,-28,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/30/2020,-2,14,7,-4,-27,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,12/31/2020,5,31,18,-2,-41,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/15/2020,-2,-1,-11,-2,4,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/16/2020,-1,-1,-9,-2,2,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/17/2020,-8,-11,-13,-5,3,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/18/2020,-2,0,-6,-2,4,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/19/2020,-2,-1,-8,-3,3,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/20/2020,1,1,-1,1,3,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/21/2020,-9,-9,-16,-2,4,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/22/2020,-2,-1,-10,-1,4,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/23/2020,0,0,-9,0,3,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/24/2020,-1,-3,-3,-2,5,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/25/2020,-9,-8,-10,-6,4,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/26/2020,-5,-3,-11,-4,4,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/27/2020,-3,-1,-4,-4,5,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/28/2020,-2,2,-11,0,4,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/29/2020,-2,4,-13,1,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/1/2020,1,6,-11,0,3,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/2/2020,3,8,-4,-1,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/3/2020,0,6,-5,-4,5,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/4/2020,5,11,-5,-2,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/5/2020,3,8,1,-1,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/6/2020,-4,-1,-13,2,4,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/7/2020,-3,0,-12,-2,4,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/8/2020,3,6,-7,1,3,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/9/2020,1,1,-4,-1,5,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/10/2020,5,8,3,-1,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/11/2020,6,8,-1,0,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/12/2020,4,5,3,-2,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/13/2020,-4,-2,-11,-1,4,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/14/2020,1,6,-3,0,5,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/15/2020,0,8,-11,-3,5,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/16/2020,-1,7,-4,-6,-6,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/17/2020,-6,1,-10,-9,-13,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/18/2020,-6,5,-13,-13,-15,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/19/2020,-11,-1,-14,-20,-16,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/20/2020,-13,0,-20,-23,-18,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/21/2020,-16,-3,-29,-28,-11,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/22/2020,-24,-10,-42,-37,-6,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/23/2020,-24,-13,-27,-35,-25,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/24/2020,-24,-7,-27,-32,-28,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/25/2020,-30,-13,-31,-40,-56,19
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/26/2020,-26,-9,-27,-38,-29,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/27/2020,-33,-15,-37,-45,-30,15
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/28/2020,-37,-18,-49,-48,-22,14
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/29/2020,-42,-24,-59,-53,-13,15
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/30/2020,-28,-13,-31,-42,-30,14
