country region code,country region,sub region 1,sub region 2,metro area,iso 3166_2 code,census fips code,place id,date,retail and recreation percent change from baseline,grocery and pharmacy percent change from baseline,parks percent change from baseline,transit stations percent change from baseline,workplaces percent change from baseline,residential percent change from baseline
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/9/2021,12,36,-12,-48,-2,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/10/2021,25,52,18,-36,-28,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/11/2021,29,64,23,-25,-33,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/12/2021,27,80,35,-26,-61,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/13/2021,5,22,35,-43,-74,3
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/14/2021,13,35,51,-42,-73,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/15/2021,14,33,41,-37,-53,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/16/2021,14,34,28,-35,-19,1
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/17/2021,22,43,49,-23,-36,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/18/2021,21,43,44,14,-33,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/19/2021,19,40,38,6,-30,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/20/2021,16,37,39,-2,-28,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/21/2021,13,33,16,-7,-22,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/22/2021,10,27,11,-3,-12,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/23/2021,7,24,12,-8,-2,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/24/2021,9,27,10,-6,-20,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/25/2021,16,35,20,9,-20,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/26/2021,20,36,50,22,-53,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/27/2021,16,35,18,1,-18,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/28/2021,10,28,3,-2,-17,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/29/2021,7,23,-2,2,-7,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/30/2021,11,28,14,0,1,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,5/31/2021,21,39,26,4,-20,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/1/2021,21,38,45,24,-54,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/2/2021,18,38,17,4,-18,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/3/2021,16,36,15,-2,-17,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/4/2021,12,32,6,-4,-15,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/5/2021,10,28,3,-6,-7,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/6/2021,6,24,4,-9,0,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/7/2021,15,33,13,-7,-18,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/8/2021,13,31,12,-5,-18,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/9/2021,14,31,10,-6,-18,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/10/2021,12,30,8,-7,-17,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/11/2021,6,24,-5,-11,-16,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/12/2021,6,22,-5,-12,-7,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/13/2021,1,17,-2,-15,1,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/14/2021,9,27,7,-12,-18,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/15/2021,4,21,-1,-11,-18,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/16/2021,4,21,-2,-14,-19,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/17/2021,6,26,2,-14,-19,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/18/2021,-1,18,-11,-19,-18,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/19/2021,-9,10,-24,-24,-9,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/20/2021,-10,9,-19,-27,-3,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/21/2021,-3,17,-9,-22,-24,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/22/2021,0,20,-4,-18,-25,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/23/2021,-2,17,-8,-20,-25,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/24/2021,-6,14,-14,-23,-26,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/25/2021,-3,20,-14,-27,-24,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/26/2021,-10,10,-27,-31,-13,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/27/2021,-13,6,-25,-34,-3,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/28/2021,-6,14,-17,-29,-27,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/29/2021,-1,22,-8,-24,-26,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,6/30/2021,-3,20,-10,-27,-28,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/1/2021,1,28,-8,-26,-26,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/2/2021,-4,23,-17,-29,-26,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/3/2021,-12,13,-31,-39,-17,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/4/2021,-22,2,-39,-47,-9,15
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/5/2021,-6,22,-15,-39,-29,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/6/2021,-8,20,-16,-37,-30,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/7/2021,-8,20,-15,-37,-30,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/8/2021,-10,17,-19,-39,-30,15
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/9/2021,-17,10,-29,-46,-30,17
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/10/2021,-22,4,-39,-49,-20,15
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/11/2021,-26,-3,-42,-54,-11,16
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/12/2021,-10,16,-18,-44,-29,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/13/2021,-11,14,-18,-40,-30,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/14/2021,-9,16,-18,-39,-30,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/15/2021,-9,17,-18,-38,-30,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/16/2021,-15,10,-28,-46,-29,16
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/17/2021,-18,6,-38,-50,-17,15
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/18/2021,-25,-4,-42,-57,-9,16
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/19/2021,-5,25,-14,-44,-35,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/20/2021,-30,-10,-24,-51,-72,23
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/21/2021,-8,20,-15,-38,-32,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/22/2021,-14,20,-16,-37,-29,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/23/2021,-18,13,-26,-43,-27,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/24/2021,-20,11,-33,-45,-15,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/25/2021,-25,3,-35,-48,-7,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/26/2021,-10,21,-13,-36,-25,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/27/2021,-10,20,-12,-31,-25,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/28/2021,-8,22,-10,-31,-25,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/29/2021,-7,21,-11,-32,-25,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/30/2021,-12,17,-20,-38,-23,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,7/31/2021,-15,12,-31,-40,-10,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/1/2021,-17,11,-29,-42,-5,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/2/2021,-5,24,-10,-33,-23,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/3/2021,-6,22,-12,-26,-23,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/4/2021,-3,25,-7,-26,-23,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/5/2021,-1,27,-6,-26,-23,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/6/2021,-5,22,-14,-32,-21,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,8/7/2021,-7,19,-21,-32,-10,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/1/2021,-29,-12,0,-40,-66,19
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/2/2021,-22,-3,-12,-31,-34,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/3/2021,-17,1,-15,-23,-6,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/4/2021,-15,2,-12,-26,-22,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/5/2021,-21,-4,-19,-29,-23,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/6/2021,-12,6,-12,-28,-21,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/7/2021,-18,-2,-15,-33,-22,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/8/2021,-16,4,-21,-33,-22,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/9/2021,-17,1,-23,-33,-14,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/10/2021,-18,-3,-21,-33,-7,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/11/2021,-16,-2,-17,-37,-24,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/12/2021,-19,-6,-21,-37,-26,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/13/2021,-20,-5,-24,-39,-28,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/14/2021,-24,-12,-24,-44,-32,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/15/2021,-30,-18,-35,-49,-34,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/16/2021,-32,-20,-41,-51,-28,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/17/2021,-32,-23,-38,-52,-20,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/18/2021,-30,-21,-33,-48,-34,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/19/2021,-26,-16,-29,-45,-34,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/20/2021,-27,-16,-30,-46,-32,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/21/2021,-25,-14,-25,-46,-32,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/22/2021,-30,-19,-35,-49,-32,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/23/2021,-25,-12,-33,-47,-22,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/24/2021,-31,-22,-36,-50,-16,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/25/2021,-23,-12,-26,-43,-30,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/26/2021,-25,-14,-27,-42,-30,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/27/2021,-27,-15,-32,-42,-30,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/28/2021,-24,-10,-26,-42,-29,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/29/2021,-26,-12,-34,-43,-29,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/30/2021,-25,-8,-37,-42,-21,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,1/31/2021,-24,-10,-32,-42,-12,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/1/2021,-21,-5,-26,-39,-29,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/2/2021,-23,-5,-28,-38,-30,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/3/2021,-25,-11,-33,-40,-30,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/4/2021,-23,-9,-28,-40,-31,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/5/2021,-22,-5,-32,-40,-30,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/6/2021,-21,-5,-32,-40,-23,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/7/2021,-22,-10,-32,-42,-16,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/8/2021,-21,-9,-28,-38,-30,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/9/2021,-20,-6,-26,-35,-29,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/10/2021,-18,-4,-25,-34,-28,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/11/2021,-17,-1,-20,-27,-28,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/12/2021,-23,-10,-21,-38,-59,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/13/2021,-23,-8,-28,-43,-28,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/14/2021,-26,-13,-32,-38,-17,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/15/2021,-18,-2,-22,-33,-28,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/16/2021,-21,-6,-24,-35,-29,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/17/2021,-20,-4,-28,-36,-28,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/18/2021,-20,-3,-23,-36,-27,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/19/2021,-21,-4,-30,-38,-27,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/20/2021,-23,-7,-34,-40,-20,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/21/2021,-18,-3,-25,-39,-14,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/22/2021,-17,-2,-21,-36,-27,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/23/2021,-21,-8,-26,-37,-27,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/24/2021,-18,-1,-25,-35,-26,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/25/2021,-21,-4,-26,-37,-26,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/26/2021,-21,-3,-31,-37,-25,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/27/2021,-22,-2,-34,-37,-19,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,2/28/2021,-12,7,-20,-32,-10,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/1/2021,-12,9,-15,-31,-25,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/2/2021,-22,-5,-28,-36,-27,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/3/2021,-12,10,-21,-32,-25,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/4/2021,-17,1,-22,-35,-26,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/5/2021,-17,2,-25,-35,-25,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/6/2021,-17,2,-27,-32,-19,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/7/2021,-18,-2,-22,-33,-14,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/8/2021,-16,0,-21,-33,-26,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/9/2021,-14,4,-19,-31,-25,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/10/2021,-11,8,-16,-22,-24,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/11/2021,-15,-1,4,-23,-58,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/12/2021,-18,-1,-24,-34,-26,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/13/2021,-17,0,-22,-31,-20,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/14/2021,-16,0,-16,-28,-14,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/15/2021,-12,5,-14,-28,-24,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/16/2021,-15,3,-19,-30,-24,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/17/2021,-13,5,-18,-30,-23,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/18/2021,-17,0,-20,-32,-23,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/19/2021,-17,2,-23,-33,-22,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/20/2021,-15,4,-21,-31,-16,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/21/2021,-14,3,-13,-30,-11,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/22/2021,-13,4,-14,-30,-23,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/23/2021,-17,-1,-19,-31,-23,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/24/2021,-11,8,-15,-30,-22,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/25/2021,-16,2,-17,-31,-22,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/26/2021,-15,5,-22,-31,-22,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/27/2021,-15,4,-19,-30,-15,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/28/2021,-12,5,-13,-28,-10,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/29/2021,-11,6,-13,-28,-22,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/30/2021,-15,2,-20,-28,-23,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,3/31/2021,-10,10,-15,-24,-22,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/1/2021,-14,7,-16,-13,-23,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/2/2021,-5,20,7,-11,-55,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/3/2021,-9,13,-4,-22,-22,1
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/4/2021,-11,9,-8,-13,-12,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/5/2021,-6,17,-4,-17,-22,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/6/2021,-12,8,-14,-21,-23,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/7/2021,-8,13,-11,-18,-23,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/8/2021,-10,10,-9,-21,-22,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/9/2021,-9,11,-16,-19,-21,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/10/2021,-8,14,-11,-15,-16,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/11/2021,-3,17,-8,-14,-10,0
